created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Wed Oct 11 00:57:56 +0000 2023;1711908958645207512;"#PollingILC Setelah anda menonton Dokumenter Netflix “Ice Cold: Murder, Coffee &amp  Jessica Wongso”, kemudian anda menonton Youtube “Karni Ilyas Club” dgn Ayah Mirna &amp  Otto Hasibuan, apakah anda yakin: Jessica bersalah meracun Mirna / Jessica tidak bersalah sama sekali / ragu-ragu?";2;21;16;33;in;2421762716;1711908958645207512;ILCTalkshow;https://twitter.com/ILCTalkshow/status/1711908958645207512
Wed Oct 11 00:49:45 +0000 2023;1711906900881879146;"@furuyalovebot Beda konteks. Kecuali cici nulis "ice cold: murder, coffee, and jessica wongso" di caption, bisa jadi si warga tudum (kagak tau namanya) itu nganggep cici disrespectful :V";0;1;0;0;in;2759034569;1711800463589527786;roronoaczo;https://twitter.com/roronoaczo/status/1711906900881879146
Wed Oct 11 00:05:15 +0000 2023;1711895700508983430;"@koonceptalk @tanyarlfes Begitulah kelakuan. Apa yg dia tuduh ke org lain itu nunjuk ke dirinya sendri. Ngatain Jessica psycho narcissist, padahal dia sendiri yg narsis. Ntu dokumenter Ice Cold aja berasa dia MC nya, eh pas rilis malah dia sendiri yg bilang netplik itu pembodohan. Awikwok bgt.";3;1;9;49;in;1235061718583250944;1711889921571713517;mirrocurder;https://twitter.com/mirrocurder/status/1711895700508983430
Tue Oct 10 23:21:40 +0000 2023;1711884732970209419;"Tim yang belum nonton Ice Cold: Murder, Coffee, &amp  Jessica Wongso ☝️";0;0;0;0;en;1397128464575057923;1711884732970209419;cokelatajaa;https://twitter.com/cokelatajaa/status/1711884732970209419
Tue Oct 10 22:44:36 +0000 2023;1711875405257625805;"@moviemenfes Ice Cold Murder, Coffe, and Jessica Wongso";0;0;0;0;en;1295620686514286592;1711666629552328931;Muhamma60351495;https://twitter.com/Muhamma60351495/status/1711875405257625805
Tue Oct 10 21:57:48 +0000 2023;1711863627739730249;"Aneh, pdhl bbrp hari ini sliweran postingan bahas ice cold. Kopi mirna. Jessica. Ngucapin hbd ke jessica. Dll  Giliran ada orang cm steal looksnya doang dirujak~ emg netijen kontollll";0;0;0;0;in;1573561684328738818;1711863627739730249;bensurbae;https://twitter.com/bensurbae/status/1711863627739730249
Tue Oct 10 21:41:33 +0000 2023;1711859538729881705;"Kaciw netflix goreng kasus Jessica-Mirna ampe fyp gue di scroll puluhan kali isinya ice cold semua padahal lagi pengen liat deborah mukbang 🙃";0;0;0;0;in;1303145577480290305;1711859538729881705;flekparuparu;https://twitter.com/flekparuparu/status/1711859538729881705
Tue Oct 10 19:03:30 +0000 2023;1711819764497351002;"Pas kecil nonton sidang Jessica: “Ih serem psycho” Pas gede nonton Ice Cold + podcast pak jaksa yg terhormat: “Lucu ya bapak ya”";0;0;0;0;in;977780016359460864;1711819764497351002;noazro;https://twitter.com/noazro/status/1711819764497351002
Tue Oct 10 19:24:05 +0000 2023;1711824942956687447;"Global Top 10 Non-English Films on Netflix between 2 - 8 October  1. #Nowhere 🇪🇸 2. #ForgottenLove 🇵🇱 3. #Ballerina 🇰🇷 4. #Overhaul 🇧🇷 5. #Khufiya 🇮🇳 6. #IceCold: Murder, Coffee and Jessica Wongso 🇮🇩🇸🇬 7. #OMG2 🇮🇳 8. #StreetFlow2 🇫🇷 9. #JaaneJaan 🇮🇳 10. #ADeadlyInvitation 🇲🇽 https://t.co/0zvPb5tADY";3;1;16;16;en;1274798244514725895;1711824942956687447;Cinemania_World;https://twitter.com/Cinemania_World/status/1711824942956687447
Tue Oct 10 18:57:46 +0000 2023;1711818321216295408;"Walaupun wktu itu w gak ngikutin sidang jessica tpi Setelah nonton ice cold emang ada kejanggalan yang sengaja bikin jessica masuk penjara,banyak kejanggalan yg terjadi parahh";0;0;0;0;in;933377220315308032;1711818321216295408;PutraLawliet;https://twitter.com/PutraLawliet/status/1711818321216295408
Tue Oct 10 18:53:10 +0000 2023;1711817163655577874;"Nonton Ice Cold + podcast pak jaksa yg suka ngeliat ke atas jadi makin pengen ketawa sama hukum Indonesia. Dulu kecil nonton kasus Jessica percaya aja dia psycho, maapkan aku mba Jessica";0;0;0;0;in;977780016359460864;1711817163655577874;noazro;https://twitter.com/noazro/status/1711817163655577874
Tue Oct 10 18:36:00 +0000 2023;1711812844520701959;"Nonton ice cold, yg bikin gua kaget kok jaksanya anjir? "jessica bersalah" mereka ibarat posternya, sampe bilang strategi mrk mancing musuh supaya emosi biar ga berpikir logis. I mean, gua baru tau jaksa mainnya gitu😂 gua kira main adil bukan "yg penting kita menang"";0;1;0;0;in;2270104056;1711812844520701959;nyeongtoru;https://twitter.com/nyeongtoru/status/1711812844520701959
Tue Oct 10 18:03:05 +0000 2023;1711804560002503028;"I’m sorry but the fact that Jessica smiles all through the process, gives me the creeps 🤷🏻‍♀️ #icecold";0;0;0;0;en;61382556;1711804560002503028;babygupi;https://twitter.com/babygupi/status/1711804560002503028
Tue Oct 10 18:00:42 +0000 2023;1711803961718755760;"Setelah liat film ice cold, pak otto sama dr.djaja di yt, rasanya si jessica memang not guilty.";0;0;0;0;in;1338978943;1711803961718755760;rischouzaki37;https://twitter.com/rischouzaki37/status/1711803961718755760
Tue Oct 10 17:43:41 +0000 2023;1711799678801772645;"OK enough tweet about Jessica Wongso for now, intinya gw pesen bgt ini sih.. sblm kalian bela2 Jessica, pliiiisssssss banget do your own research yah, jgn cuma dari Netflix Dokumenter Ice Cold atau potongan2 tiktok 😢😢😢 dah itu aja sich makasiy all.";0;1;0;0;in;1538772978443632640;1711789103573074381;foodzoomin;https://twitter.com/foodzoomin/status/1711799678801772645
Tue Oct 10 17:22:34 +0000 2023;1711794361770672582;"Gw udh nonton ice cold murders,liat berbagai podcast, termasuk podcast terakhir Dedy dengan saksi ahli,emang harus liat kasus ini dr 2 sisi,dan gw ada di pihak Jessica memang bener pembunuhnya";0;0;0;0;in;840783368;1711794361770672582;ikicimpring;https://twitter.com/ikicimpring/status/1711794361770672582
Tue Oct 10 17:22:17 +0000 2023;1711794290165264660;"Selesai menonton netflix berjudul ICE COLD. Bagian seperempat akhir jadi lucu banget. Jessica dicap seorang penjahat karena BENTUK WAJAHNYA, sayang sekali cap itu diberikan oleh ahli yang kemudian membuat beberapa masyarakat ikut berpikir begitu...";0;1;0;0;in;1541246612445470720;1711794290165264660;ris_ol;https://twitter.com/ris_ol/status/1711794290165264660
Tue Oct 10 17:18:58 +0000 2023;1711793459353506075;"Intinya, buat orang2 yang cuma tau kasus Jessica Mirna dari netflix Ice Cold, AT THE VERY LEAST, kalo emang lo pemalas &amp  gamau nonton sidangnya di Youtube, nonton podcast Deddy Corbuzier aja deh sama Prof Eddy, baru lo comment ye 🤣";0;1;0;0;in;1538772978443632640;1711789103573074381;foodzoomin;https://twitter.com/foodzoomin/status/1711793459353506075
Tue Oct 10 17:13:42 +0000 2023;1711792132770726250;"For those of you, yang cuma nonton dokumenter netflix Ice Cold &amp  tidak sabar membela Jessica Wongso, please do not embarrass yourself lah, kalo oon mending simpen sendiri 🥲🙏🏻";0;1;1;0;en;1538772978443632640;1711789103573074381;foodzoomin;https://twitter.com/foodzoomin/status/1711792132770726250
Tue Oct 10 17:11:10 +0000 2023;1711791494435328390;"Apa karena kasusnya sudah #viral jadi jika di kasus kematian Mirna tak ada pelaku pembunuhnya, maka citra Aparat Penegak Hukum dan orang2 penting yang terlibat dikasus #kopimaut ini, citranya akan jelek ? #icecold #Netflix #JessicaWongso #jessica #freejessicawongso #kopisianida https://t.co/9lt1qaTWU3";0;0;0;0;in;1669981472089079809;1711791494435328390;IndonesiaEmas25;https://twitter.com/IndonesiaEmas25/status/1711791494435328390
Tue Oct 10 17:01:40 +0000 2023;1711789103573074381;"Ini badut badut yang pada bela Jessica tuh siapa sih? Nonton dari dokumenter gitu doang udah ngototnya minta ampun, keliatan gobloknya tau gak sih 🥲 stop it, you’re just fooling yourself #IceCold";0;1;1;0;in;1538772978443632640;1711789103573074381;foodzoomin;https://twitter.com/foodzoomin/status/1711789103573074381
Tue Oct 10 16:50:40 +0000 2023;1711786334686511456;"Check out “Ice Cold: Murder, Coffee and Jessica Wongso” on Netflix  https://t.co/alBBJetCGu";0;1;0;0;en;1286239160202715136;1711786334686511456;raishayang;https://twitter.com/raishayang/status/1711786334686511456
Tue Oct 10 16:47:29 +0000 2023;1711785536367775764;"Even after watching Ice Cold, only the dumbest, stupidest, idiot, moron person that’s gonna say Jessica didn’t kill Mirna.";0;0;0;0;en;138327631;1711785536367775764;kresnautamaa;https://twitter.com/kresnautamaa/status/1711785536367775764
Tue Oct 10 16:41:31 +0000 2023;1711784032298750362;"baru semalem nonton ice cold, gua jadi ada pandangan baru. dulu ga ngikutin banget kasus ini karena lama banget sidangnya. 2016 gua masih umur 12 tahun, ngeliat mesos dan tv semua ngarahin pandangan masyarakat bahwa jessica pembunuhnya, gua jadi ikut berpikir jessica si pelakunya";0;1;1;0;in;1328267910943449088;1711784032298750362;brrharey;https://twitter.com/brrharey/status/1711784032298750362
Tue Oct 10 16:31:54 +0000 2023;1711781614479646884;"Masih tentang Ice Cold. Berbeda dengan Hotman Paris, Bang @AbrSamad berpendapat bisa ada sidang ulang di sidang Jessica, asalkan...  https://t.co/RufXoioSuf";0;0;6;32;in;102938290;1711781614479646884;satriohendri;https://twitter.com/satriohendri/status/1711781614479646884
Tue Oct 10 16:32:58 +0000 2023;1711781879744024618;"I’ve taken two things from #IceCold. Firstly, it’s pretty obvious Jessica didn’t do it and if she did, there was absolutely no proof. Secondly, I get extremely weird vibes from the father. He’s far too pleased with himself.";0;0;0;1;en;20343872;1711781879744024618;ScarlettShaw;https://twitter.com/ScarlettShaw/status/1711781879744024618
Tue Oct 10 16:21:25 +0000 2023;1711778976354730408;"Sepertinya ada perbedaan pandangan mengenai istilah autopsi dari kedua belah pihak di kasus Ice Cold ini ya. Seru banget dengerin pembahasan kasus ini dari 2 sisi :  - Sisi medis  - Sisi hukum  Tapi terlepas apakah Jessica bersalah atau tidak, aku tetaplah tim dr Djaja 🙏🏻";0;1;1;0;in;411969606;1711778976354730408;Onychristy_;https://twitter.com/Onychristy_/status/1711778976354730408
Tue Oct 10 15:29:35 +0000 2023;1711765931557622000;"@chanissa_hijab Ah nonton ice cold semalem..  Di awal jatohnya nyalahin jessica, tp makin mendekati akhr banyak kejanggalan yg emng di luar nalar. Masa di gelas ad sianida yg jumlah nya sampe 7500an mg, la yg ke dettect d lambung 0,2mg itupun ketemu pas uda meninggal 3hr.. Aku sih sus sm bapakny";0;1;0;1;in;1650598496398114816;1711748494346903699;XOssonim;https://twitter.com/XOssonim/status/1711765931557622000
Tue Oct 10 15:27:11 +0000 2023;1711765324897656847;"Tengok Netflix documentary Dari kisah benar.. Ice cold murder Jessica wongso. Sumpah kesian gila dekat dia. Tak dapat bayangkan kalau jadi dekat diri sendiri.";0;0;0;0;in;784210716274270209;1711765324897656847;shwrite_;https://twitter.com/shwrite_/status/1711765324897656847
Tue Oct 10 15:19:40 +0000 2023;1711763432993927672;"mau lanjutin dlu nerror: ice cold jessica mirna dlu deh wkwk bye https://t.co/LYvNDkKFYd";0;1;0;0;in;808525227353260032;1711763432993927672;Banhbisma;https://twitter.com/Banhbisma/status/1711763432993927672
Tue Oct 10 15:10:49 +0000 2023;1711761209542987779;"@ruang304 Kok ada kopiiiii 😭 aku lgsg kepikiran ice cold jessica awalnya 😔";0;1;0;0;in;1668568669797109762;1711730570919891380;yourtinyreader;https://twitter.com/yourtinyreader/status/1711761209542987779
Tue Oct 10 15:07:43 +0000 2023;1711760427154358618;"🏃‍♀️ *brb* nerror ice cold jessica mirna pt 2 udah tayangg";1;1;3;30;in;1490900161073057793;1711760427154358618;ramuanbunga;https://twitter.com/ramuanbunga/status/1711760427154358618
Tue Oct 10 14:22:28 +0000 2023;1711749038788505627;"@Louis____Lie Iya ice cold ky Jessica wongso";0;1;0;0;tl;1220874830620135424;1710935892012171575;keken_187;https://twitter.com/keken_187/status/1711749038788505627
Tue Oct 10 14:10:05 +0000 2023;1711745925025341655;"I’ll drop segepok 2000 an ke Jessica pelaku nya 😂 seriously.. baru ngetweet soal ice cold siang ini eh kmdn liat versi interview deddy sama jaksa dll nya~";0;0;0;0;in;54487220;1711745925025341655;sorayamunief;https://twitter.com/sorayamunief/status/1711745925025341655
Tue Oct 10 14:05:39 +0000 2023;1711744807004237862;"2016 ga pegang hp karena masih mondok. Di tahun itu ada keseruan ternyata. Gara-gara ice cold, semua podcast dengan kata kunci Jessica Wongso dan kopi sianida gw tonton wkwk";0;0;0;0;in;1078639962248032256;1711744807004237862;bagjainaja;https://twitter.com/bagjainaja/status/1711744807004237862
Tue Oct 10 14:04:28 +0000 2023;1711744512010391770;"Jaringannya jelek banget malam ini.. aku mau lanjutin nonton ice cold jessica jadi ketunda ☹️";0;0;0;0;in;1553326638066462720;1711744512010391770;sParkRosie;https://twitter.com/sParkRosie/status/1711744512010391770
Tue Oct 10 13:29:05 +0000 2023;1711735604105605383;"@modijfy @efwebesofficial Jessica Ice Cold Wongso atau Jessica SNSD nih?";0;0;0;0;tl;1239357559904985088;1711734577390375421;acknowledgome;https://twitter.com/acknowledgome/status/1711735604105605383
Tue Oct 10 13:00:00 +0000 2023;1711728286454489522;"Potret Kamar Jessica Wongso di Rutan Pondok Bambu Jakarta, Hanya Ada Ranjang Kecil dan Tubuh Terlihat Kurus!   #IceCold #Mirna #Otto  https://t.co/HGfeOuARVN";0;0;0;0;in;174631261;1711728286454489522;Kilat_com;https://twitter.com/Kilat_com/status/1711728286454489522
Tue Oct 10 13:14:19 +0000 2023;1711731889097384426;"baru banget selesai nonton ice cold dan rasanya ya Allah gue emosi banget sampe ubun-ubun. rasanya muak banget denger si edi itu ngomul. ngatain jessica psikopat narsistik, padahal dia yang jelas arogan dan narsistik. sick https://t.co/WD0ELamUjr";0;1;0;1;in;1264529057372237824;1711731889097384426;pwettysh;https://twitter.com/pwettysh/status/1711731889097384426
Tue Oct 10 13:25:06 +0000 2023;1711734600949780922;"#nw Ice Cold : Murder, Coffee, and Jessica Wongso pake laptop Bunda, gr2 laptop sendiri rusak 😅";0;0;0;0;en;2289684408;1711734600949780922;4dityanugroho;https://twitter.com/4dityanugroho/status/1711734600949780922
Tue Oct 10 12:56:34 +0000 2023;1711727421643542944;"#intinyadeh Tamara Dai bikin konten fashion dengan tema film dokumenter Ice Cold.  Dia bikin outfit berdasarkan warna karakter2 kayak Jessica, Otto, Edi, kopi vietnam.  Dikecam netizen karena dinilai insensitif bikin konten ginian berdasar kasus asli yg ada org meninggal.";10;49;58;471;in;1525880650829467648;1711727421643542944;intinyadeh;https://twitter.com/intinyadeh/status/1711727421643542944
Tue Oct 10 12:53:45 +0000 2023;1711726715163320746;"Gitu amat demi views,shame on you #Jessica #IceCold #Netflix";0;0;0;0;en;143732362;1711726715163320746;hartrio;https://twitter.com/hartrio/status/1711726715163320746
Tue Oct 10 12:40:23 +0000 2023;1711723349553152064;"hbs nntn ice cold, sbg org awam yg sy lihat dari kasus tsb lbh menggunakan pembahasan circumstantial evidence, seperti track record perilaku jessica selama di australia";0;1;0;0;in;1097818643251875840;1711723349553152064;itstuitter;https://twitter.com/itstuitter/status/1711723349553152064
Tue Oct 10 12:34:29 +0000 2023;1711721864907899132;"hbis liat ice cold nya jessica mirna jd ga mau berpihak sama siapa2, ril";0;1;0;0;in;1068792694133022720;1711721864907899132;porcupinecups;https://twitter.com/porcupinecups/status/1711721864907899132
Tue Oct 10 12:30:00 +0000 2023;1711720736040120486;"Jessica Wongso Ternyata Tak Pernah Dipaksa Krishna Murti Ngaku Bunuh Mirna, Ini Fakta Sebenarnya!   #IceCold #Mirna #Otto #KarniIlyas  https://t.co/q7YWo9b9nQ";0;0;0;1;in;174631261;1711720736040120486;Kilat_com;https://twitter.com/Kilat_com/status/1711720736040120486
Tue Oct 10 12:27:42 +0000 2023;1711720158648320362;"Itu yg ahli hukum.. Kasus gratifikasi yg dilaporkan IPW gimana kabarnya? #ICECOLD Jessica Mirna";0;0;0;0;in;30178251;1711720158648320362;StevenCiang13;https://twitter.com/StevenCiang13/status/1711720158648320362
Tue Oct 10 12:17:19 +0000 2023;1711717546477646267;"2 hal yg bisa aku daoet setelah nonton ice cold 1. pengacaranya jessica = mertuanya jessica mila 2. bapanya mirna pake browcara smaa pensil alis";0;0;0;0;in;1041625863656075264;1711717546477646267;kolorawar;https://twitter.com/kolorawar/status/1711717546477646267
Tue Oct 10 12:05:15 +0000 2023;1711714507029180830;"Dari dokumenter Ice Cold: Murder, Coffee and Jessica Wongso, kita tahu bahwa masyarakat Indonesia mudah disetir.  Good or bad?  It could be both.";0;0;1;0;in;373848200;1711714507029180830;triwahyuutama15;https://twitter.com/triwahyuutama15/status/1711714507029180830
Tue Oct 10 12:04:09 +0000 2023;1711714230838390894;"gara² film dokumenter ice cold nya jessica skrg fyp drakor bertema forensik, balas dendam, ampe pembunuhan dan ternyata masih banyak drakor yg belum gw tonton.. 😭😭";0;0;0;0;in;1549833962;1711714230838390894;GSibaran1;https://twitter.com/GSibaran1/status/1711714230838390894
Tue Oct 10 11:45:44 +0000 2023;1711709596128285043;"film dokumenter Ice Cold menelisik tentang berbagai kejanggalan yang ada di kasus kopi sianida yg menjerat Jessica Wongso di tahun 2016 lalu.  Semoga Hukum tdk mengulangi kejadian seperti ini !   jgn krn ingin  naik jabatan ,anda menjual hukum dg mengorbankan org yg tak bersalah";0;1;2;8;in;1417079987614588931;1711709596128285043;itsamareguzel;https://twitter.com/itsamareguzel/status/1711709596128285043
Tue Oct 10 11:40:32 +0000 2023;1711708286884716891;"Tak Ada yang Aneh dari Film Dokumenter Ice Cold, Kuasa Hukum Sebut Jessica Wongso Belum Nonton Filmnya https://t.co/bfII7kCjFk";0;0;0;0;in;174631261;1711708286884716891;Kilat_com;https://twitter.com/Kilat_com/status/1711708286884716891
Tue Oct 10 11:39:34 +0000 2023;1711708044952993886;"gua seharian ini full nontonin kasus jessica mirna yg ice cold sm wawancara di yt seru bgt bener bener keliatan siapa yg sebenarnya ga salah";0;1;0;0;in;1481110180960284674;1711708044952993886;geminileos;https://twitter.com/geminileos/status/1711708044952993886
Tue Oct 10 11:26:55 +0000 2023;1711704862843396118;"When I get upset I start sweating a lot. Idk why but it’s super annoying especially if it’s cold outside because then it just turns to ice on my skin 😭";0;0;0;0;en;1538850380079157248;1711704862843396118;Cozy__J;https://twitter.com/Cozy__J/status/1711704862843396118
Tue Oct 10 11:05:50 +0000 2023;1711699557166543182;"Kuasa Hukum Blak-blakan, Bagaimana Pendapat Jessica Wongso Soal Film Dokumenter Kopi Sianida Viral di Netflix    #IceCold #Mirna #Otto https://t.co/mmH7t1wT6N";0;0;0;0;in;174631261;1711699557166543182;Kilat_com;https://twitter.com/Kilat_com/status/1711699557166543182
Tue Oct 10 10:50:00 +0000 2023;1711695569633075537;"Jessica Wongso ngaku belum nonton dokumenter Ice Cold https://t.co/37sWPTGG1E";0;0;0;1;in;231355136;1711695569633075537;SINDOnews;https://twitter.com/SINDOnews/status/1711695569633075537
Tue Oct 10 10:49:55 +0000 2023;1711695551283241452;"sudah ka nonton setengah itu ice cold langsunga emosi kok orang pada bodoh bgt (saya) kira si jessica yg bunuh mirna";0;2;0;0;in;1404657506547208196;1711695551283241452;jesthersz;https://twitter.com/jesthersz/status/1711695551283241452
Tue Oct 10 10:49:05 +0000 2023;1711695338577494268;"JUJUR SAJA  GARA2  FILM ICE COLD NETFLIX KASUS KOPI SIANIDA ,KASUS YG SDH SAH SECARA HUKUM DI BUAT JADI BOLA LIAR, MENJADIKAN TRPIDANA BAK PAHLAWAN, MELECEHKAN KREDIBILITAS BARESKRIM,JAKSA,https://t.co/sdsksVktyF, SDH JELAS JESSICA YG SIAPKAN KOPI,MASA' SETAN";0;0;0;0;in;1499725799196217345;1711695338577494268;79_two;https://twitter.com/79_two/status/1711695338577494268
Tue Oct 10 10:31:49 +0000 2023;1711690994092290309;"ICE COLD SIANIDA JESSICA, TEMUKAN BUKTI BARU, JESSICA BISA BEBAS ⁉ (SHANDY &amp  PROF EDY)-Curhat Bang https://t.co/4gpKjvNj5Z";0;1;0;1;in;1683727146349654017;1710479262116188616;ikhsan_hade;https://twitter.com/ikhsan_hade/status/1711690994092290309
Tue Oct 10 10:27:07 +0000 2023;1711689811709612339;"Kafe Olivier menjadi sorotan usai penayangan film dokumenter Ice Cold: Murder, Coffee and Jessica Wongso pada 28 September 2023 lalu. Kafe ini menjadi sorotan sebab menjadi tempat kejadian perkara alias TKP atas meninggalnya Mirna Salihin yang disebut karena kopi sianida.";0;1;0;0;in;2340155395;1711689809486569859;suaradotcom;https://twitter.com/suaradotcom/status/1711689811709612339
Tue Oct 10 10:15:00 +0000 2023;1711686762224074923;"Demi Habisi Mirna Salihin, Jessica Wongso Diduga Dapat Racun Sianida dari Perusahaan Farmasi Tempatnya Kerja?   #IceCold #Mirna #Otto  https://t.co/xmlRLXbEAm";0;0;0;0;in;174631261;1711686762224074923;Kilat_com;https://twitter.com/Kilat_com/status/1711686762224074923
Tue Oct 10 09:30:00 +0000 2023;1711675437842153843;"Prof Eddy Bongkar Kemungkinan 3 Pelaku Penuang Sianida ke Kopi Mirna Salihin: Rangga, Agus atau Jessica Wongso   #IceCold #Mirna #Deddy  https://t.co/1kUnMgGo1w";0;0;0;0;in;174631261;1711675437842153843;Kilat_com;https://twitter.com/Kilat_com/status/1711675437842153843
Tue Oct 10 09:24:31 +0000 2023;1711674056813236631;"#HargaBahanPokok #Madiun #Marshanda #Jessica #IceCold #ShopeePromo1010 #Israel #Gaza #Israel_under_attack  #طوفان_الاقصى_ #GazaUnderAttack  Harga Daging Ayam Broiler di Madiun Naik Jadi Rp33.250 per Kg Hari Ini, Simak Harga Bahan Pokok Lainnya  https://t.co/fxdRFwsxVa";0;1;0;0;in;1115485314150043648;1711674056813236631;Sholpuett17;https://twitter.com/Sholpuett17/status/1711674056813236631
Tue Oct 10 09:17:43 +0000 2023;1711672345608569073;"Emosi banget gue nonton dokumenter ice cold, coffee and jessica 🤦‍♀️";0;0;0;0;en;1457367858741055491;1711672345608569073;aerielfsha;https://twitter.com/aerielfsha/status/1711672345608569073
Tue Oct 10 09:10:00 +0000 2023;1711670403796697387;"Krishna Murti Sentil Otto Hasibuan Tak Menggunakan Panggung Lain di Kasus Jessica Wongso untuk Reputasinya   #IceCold #mirna #otto  https://t.co/wtNbWpmtmq";0;0;0;0;in;174631261;1711670403796697387;Kilat_com;https://twitter.com/Kilat_com/status/1711670403796697387
Tue Oct 10 09:03:34 +0000 2023;1711668784191488165;"Film Dokumenter Ice Cold Bikin Heboh, Kejagung Tegaskan Jessica Wongso yang Membunuh Mirna Salihin https://t.co/ZJTlGrKkMv";0;0;0;0;in;58880688;1711668784191488165;pikiran_rakyat;https://twitter.com/pikiran_rakyat/status/1711668784191488165
Tue Oct 10 08:20:11 +0000 2023;1711657867688935933;"Profil Rob Sixsmith Sutradara Ice Cold: Murder, Coffee, and Jessica Wongso, Segudang Penghargaannya #TempoSeleb https://t.co/WlPjKDdvDM";0;0;0;1;in;18129942;1711657867688935933;tempodotco;https://twitter.com/tempodotco/status/1711657867688935933
Tue Oct 10 08:16:49 +0000 2023;1711657021072892193;"Makin hari makin rame aja ini perkara ice cold. Tapi dari awal dulu ngikutin kasusnya, gue tetep gak percaya jessica pelakunya. Dulu sih curiga banget ke bapaknya, tapi makin kesini makin  sadar ini bukan kasus biasa. Ada oknum2 yang diuntungkan dari kasus ini";0;0;0;0;in;251111587;1711657021072892193;xmentxx;https://twitter.com/xmentxx/status/1711657021072892193
Tue Oct 10 07:31:51 +0000 2023;1711645704102478167;"habis nntn ice cold, menurut gue sih pembunuhnya ttep jessica. hoki aja dia tindak pidananya ga keliatan cctv tp untung masih diadili";0;1;0;0;in;1374824660567687168;1711645704102478167;purveyorfalse;https://twitter.com/purveyorfalse/status/1711645704102478167
Tue Oct 10 07:09:57 +0000 2023;1711640192904503321;"Yakin banget Jessica Kumala Wongso tidak bersalah.  #JusticeForJessica #IceCold";0;0;0;0;in;719862183891443714;1711640192904503321;yeoja_frt;https://twitter.com/yeoja_frt/status/1711640192904503321
Tue Oct 10 07:00:54 +0000 2023;1711637914344648985;"25. Ice Cold: Murder, Coffee and Jessica Wongso (2023) - 9/10  terlepas dari opini sana sini, pelemnya bagus banget cuy, warna, set, suara, semuanya oke sampe gua nonton 2 kali mantep bet dah https://t.co/ZPAQIRQ1Zn";0;1;0;0;in;1001625175710842881;1495541830716657666;suarakamufm;https://twitter.com/suarakamufm/status/1711637914344648985
Tue Oct 10 06:56:00 +0000 2023;1711636681432912302;"Setelah penayangan film dokumenter berjudul Ice Cold: Murder, Coffee, and Jessica Wongso, kasus kopi sianida kembali viral. Akun IG Jokowi pun ramai netizen. https://t.co/D9IxtmCCNh";0;1;1;6;in;69183155;1711636681432912302;detikcom;https://twitter.com/detikcom/status/1711636681432912302
Tue Oct 10 06:40:00 +0000 2023;1711632654909518214;"Meski Otto Hasibuan Ngaku Bakal Upaya Yakinkan Presiden, Jessica Wongso Bulat Tolak Grasi, Ini Alasannya   #IceCold #Mirna #Otto #KarniIlyas  https://t.co/rY47I8HFWj";0;0;0;0;in;174631261;1711632654909518214;Kilat_com;https://twitter.com/Kilat_com/status/1711632654909518214
Tue Oct 10 05:59:46 +0000 2023;1711622532166750559;"Giring Opini Baru, Jaksa Shandy Handika Sesalkan Tayangan Film Dokumenter Jessica Wongso di Luar Ekspetasi   #icecold #otto #KarniIlyas  https://t.co/KpogHnr9pW";0;0;0;0;in;174631261;1711622532166750559;Kilat_com;https://twitter.com/Kilat_com/status/1711622532166750559
Tue Oct 10 06:04:11 +0000 2023;1711623643590262982;"Beredar Video Aktivitas Jessica Wongso di Lapas  Ternyata Tak hanya Sekedar Mengajar Bahasa Inggris https://t.co/fn1d8C054Q  #jessicawongso #lapas #mirna  Ice Cold Murder Coffee and Jessica Wongso https://t.co/YyXYYZkFod";0;0;0;1;in;115936810;1711623643590262982;tribunpontianak;https://twitter.com/tribunpontianak/status/1711623643590262982
Tue Oct 10 06:08:49 +0000 2023;1711624807283138615;"Ice Cold: Murder, Coffee and Jessica Wongso spin-off";0;0;4;9;en;1705990195378851840;1711624807283138615;vbiz_co_id;https://twitter.com/vbiz_co_id/status/1711624807283138615
Tue Oct 10 06:04:11 +0000 2023;1711623643590262982;"Beredar Video Aktivitas Jessica Wongso di Lapas  Ternyata Tak hanya Sekedar Mengajar Bahasa Inggris https://t.co/fn1d8C054Q  #jessicawongso #lapas #mirna  Ice Cold Murder Coffee and Jessica Wongso https://t.co/YyXYYZkFod";0;0;0;1;in;115936810;1711623643590262982;tribunpontianak;https://twitter.com/tribunpontianak/status/1711623643590262982
Tue Oct 10 05:59:46 +0000 2023;1711622532166750559;"Giring Opini Baru, Jaksa Shandy Handika Sesalkan Tayangan Film Dokumenter Jessica Wongso di Luar Ekspetasi   #icecold #otto #KarniIlyas  https://t.co/KpogHnr9pW";0;0;0;0;in;174631261;1711622532166750559;Kilat_com;https://twitter.com/Kilat_com/status/1711622532166750559
Tue Oct 10 05:45:00 +0000 2023;1711618813723382235;"Nama Jessica Wongso kembali viral usai dokumenter Netflix 'Ice Cold' tayang. https://t.co/dzx0kbg0k2";0;1;0;1;in;48890883;1711618813723382235;1nserttranstv;https://twitter.com/1nserttranstv/status/1711618813723382235
